Time,Price,Daily Volume,Daily Volume Change,Market Cap,1D Delta,7D Delta,F&G,BTC Dominance, Stablecoin Volume, Total Market Cap 
06-25-2024 00:36:42,60364.82,42681677130.75,253.7,1190171640779.28,-4.13,-9.08,30,53.33,90913194751.59,2231041852699.34
